genes	logFC	logCPM	F	PValue	FDR
AT2G31790	-0.526786411211136	7.12233939324479	6.36033343694113	0.0431580365774191	0.444902893482793
AT4G03930	1.02087764709292	3.9667354217378	6.36008114393074	0.0431610353753691	0.444902893482793
AT1G79670	-0.337829263812551	6.5735224920726	6.34724181920236	0.043314013547372	0.445932632121902
AT3G04255	-0.472948102874147	6.88225330474224	6.32405625189894	0.0435921030201953	0.448070142179426
AT3G25920	-0.678735048960059	5.25316665448271	6.32105258684522	0.0436283033332664	0.448070142179426
AT5G05860	0.841056088084879	4.199420508136	6.30747603249503	0.0437924299538865	0.448926078239435
AT2G05753	-0.718878746001082	4.32259054465781	6.30532414079454	0.043818519718645	0.448926078239435
AT5G47970	-0.661215933258639	4.51249684583905	6.28121952958814	0.0441121890666937	0.451384287879773
AT1G05850	0.84852690281076	3.72991158989959	6.27409442853377	0.0441994977312803	0.451725440614362
AT3G01515	-0.343434311540197	7.80516677874137	6.26963299562387	0.0442542841096298	0.451725440614362
AT1G06173	-1.09191654729253	3.50651796950199	6.26536011776094	0.0443068400269295	0.451725440614362
AT1G04833	0.231569142721399	8.48101541856966	6.25354521454045	0.0444525962755657	0.451946701478335
AT2G47885	-1.25530391196478	4.38657111708205	6.25069184016219	0.0444878932451394	0.451946701478335
AT1G65960	-0.254377686384612	9.90381089640567	6.25052708880062	0.0444899324035928	0.451946701478335
AT5G19790	-0.896780633002661	3.14210777948682	6.24386301725657	0.0445725195439663	0.452238812426161
AT2G34920	-1.62352179904603	2.5656150754021	6.23233018834966	0.0447159288040279	0.453146583694377
AT5G24390	-1.09380825033301	3.59965521008992	6.22149823414279	0.0448511841621697	0.453969636320949
AT4G24930	-1.19984925003138	3.22846282126927	6.21466814937643	0.0449367502062497	0.454288373625395
AT4G12830	-0.723882237109628	4.27762894411819	6.20102869889873	0.0451082758697148	0.454625033416279
AT4G37660	-0.440691251230726	5.33870932328265	6.19974768050843	0.0451244304413121	0.454625033416279
AT2G35935	0.400816979999877	7.198089726064	6.19911473198834	0.0451324152321525	0.454625033416279
AT5G11500	0.811039418828805	5.00754809327002	6.19483030734757	0.045186513855802	0.454625033416279
AT3G15950	0.844347253182093	4.15369797205277	6.15856986172711	0.045647853005871	0.458717240553017
AT1G73885	0.858741960925037	4.01270193022774	6.14623499549078	0.0458062215589322	0.459758742313727
AT5G17290	-0.436870714792365	9.4421430512392	6.14066115703842	0.045878025276878	0.459929940753046
AT3G53950	0.673903770106039	6.55116858688524	6.11548941613621	0.0462041731726944	0.462647507537313
AT3G06095	1.84030304777543	2.70090181051889	6.104729456665	0.0463445336314924	0.463500508378771
AT1G21050	0.548213323474928	4.24788367332891	6.09644313424038	0.046453014562695	0.463911157546309
AT1G04300	0.498337121008052	4.79776275446631	6.09184619145043	0.0465133420075049	0.463911157546309
AT3G57787	-0.278905740169182	8.30770794160567	6.08896118532334	0.0465512564946481	0.463911157546309
AT1G68530	0.530659866012244	4.61318424681551	6.08356833199054	0.0466222396358911	0.463931618379933
AT1G31910	0.525977018986882	9.38328920280528	6.08003066810689	0.0466688824758359	0.463931618379933
AT1G62180	-0.778942583539072	8.16777110447618	6.06626966413363	0.0468509102586675	0.463931618379933
AT2G43160	0.378652279216196	7.84131115976826	6.06496908425963	0.0468681630782143	0.463931618379933
AT3G54490	0.591316298706951	3.94578836767442	6.06183687635183	0.0469097481670112	0.463931618379933
AT4G36030	0.287388253252084	8.67185906275499	6.0533170824796	0.0470231117245502	0.463931618379933
AT2G22850	0.852449748462317	3.44992357800406	6.05203810837262	0.0470401612077823	0.463931618379933
AT3G12345	0.894883648270501	4.00796885963939	6.04839752303198	0.047088737592364	0.463931618379933
AT1G72440	1.22422554691628	3.04373604064022	6.04801990854435	0.0470937799426331	0.463931618379933
AT3G20670	-0.839785541164444	3.57955015137918	6.04671435402319	0.0471112187915232	0.463931618379933
AT5G20900	0.25588492763887	8.55262536587905	6.0399128132289	0.0472022095303507	0.463931618379933
AT3G02015	-0.768055499397612	4.1731252042804	6.0388842373212	0.047215990205314	0.463931618379933
AT5G24220	2.76755281875334	2.50958712823558	6.03117683540611	0.0473194237938787	0.464404765528475
AT1G61667	-0.707829119783056	3.86275588640426	6.02038299271712	0.0474647868814516	0.46528783499542
AT1G64780	-0.660436994705816	4.17189787995078	6.01214472547334	0.0475761350949583	0.465763579186126
AT2G09710	-0.574164352374873	4.42104029631803	6.0014578142631	0.0477210996653351	0.465763579186126
AT1G49650	-1.03681444226029	3.62398155244529	6.00026857422074	0.0477372677981768	0.465763579186126
AT4G12450	0.671234456009864	3.74716736075735	5.99626137360384	0.0477918009904553	0.465763579186126
AT4G08225	-0.296557305579414	6.81626557361854	5.98914434276861	0.0478888605903934	0.465763579186126
AT1G25175	0.825460046120264	3.49013223731685	5.98561778300436	0.0479370521755445	0.465763579186126
AT3G09840	0.523167175532806	5.00529402620873	5.98144717266797	0.0479941285789896	0.465763579186126
AT1G13150	0.601712501211023	5.31177746863521	5.97440742045341	0.0480906764390321	0.465763579186126
AT4G08015	-0.475603984961567	6.2829022233121	5.96965865618837	0.0481559507686986	0.465763579186126
AT1G67810	2.49100433368795	2.6535572683973	5.96237780989474	0.0482562600137464	0.465763579186126
AT5G46780	1.44222583820164	3.0402460549603	5.96036366722766	0.0482840584317207	0.465763579186126
ATCG00370	-0.744500290787496	3.8426993913351	5.95929183955653	0.0482988601056395	0.465763579186126
AT2G41680	-0.579001274266263	5.297166018855	5.95900948724958	0.0483027603297784	0.465763579186126
AT5G63375	0.421631384967622	6.40926570759187	5.95849656703476	0.0483098465399955	0.465763579186126
AT1G74880	0.568996334460229	3.97251232900998	5.95271001966896	0.0483898864610404	0.465763579186126
AT1G31950	0.452729794240459	5.71878200835577	5.95047715120884	0.0484208190291707	0.465763579186126
AT1G08260	-0.402491175607896	8.36752524229161	5.94795269307065	0.048455822903068	0.465763579186126
AT5G23100	-1.4039692455568	3.31788053333916	5.93613500893952	0.048620136098237	0.466590045431637
AT5G26742	0.724672822935022	5.22960294124591	5.93378609015421	0.0486528841564235	0.466590045431637
AT5G18705	-0.863963613256464	5.70117352026645	5.92657582395212	0.0487535922368822	0.466595719146892
AT1G05337	1.28206069494152	5.04205966259067	5.92454451281194	0.0487820144936936	0.466595719146892
AT1G48300	0.264483400810929	7.09782946597725	5.92096268386273	0.0488321856813586	0.466595719146892
AT1G15040	0.817216625952826	8.292088590879	5.95887438486307	0.0488845475652678	0.466595719146892
AT5G44260	0.882396643866135	4.05981547622268	5.91178735301778	0.048961020806312	0.466595719146892
AT4G13340	0.32572487695302	6.66598140625055	5.90996106544311	0.0489867187581906	0.466595719146892
AT5G01815	0.507329444398183	5.96255680464746	5.90510934062764	0.0490550756783969	0.466717656595937
AT1G08087	1.26097488761823	2.72674646922995	5.89452853150119	0.0492045935889412	0.467610623009836
AT2G21960	0.291192030114491	7.32627212928077	5.89035749094122	0.0492637021366139	0.467643346496828
AT2G30570	0.627640573513108	5.23466311554127	5.88269657752739	0.0493725137533822	0.468147277699959
AT3G14460	-0.510926645599476	6.60306173844221	5.87797829123826	0.0494396897211596	0.468255730944151
AT1G06910	-0.827699353567588	4.17160997798833	5.8663210226619	0.0496061831249942	0.469267639131884
AT2G43120	1.49154570067511	2.63091319839924	5.86232402965488	0.0496634421729941	0.469267639131884
AT4G26850	1.29595360776295	4.0367895892516	5.85879259916748	0.0497141053240539	0.469267639131884
AT1G04237	-0.494937925971135	7.39691337905385	5.84234572144787	0.049950970409839	0.470523818470577
AT2G30615	0.349790720145724	9.53970366695307	5.83500254675955	0.0500572127706923	0.470523818470577
AT5G45020	-0.316485787771457	7.76674191845782	5.83090164441534	0.0501166768452771	0.470523818470577
AT5G12380	0.800462338216779	3.58592495305511	5.83045130998887	0.0501232125567495	0.470523818470577
AT1G02952	-0.763055484067139	5.7065000093054	5.82834998633982	0.0501537241718869	0.470523818470577
AT5G02280	-0.464728808773869	4.83079105712095	5.82631934185612	0.0501832331091105	0.470523818470577
AT4G02450	-0.372500884163384	8.72062885821972	5.80880366067333	0.050438733890766	0.471684925975928
AT1G68560	0.973480975454995	3.86450197049713	5.8044872895476	0.0505019636788638	0.471684925975928
AT2G41010	0.863106056840285	4.45496785790408	5.80263376217217	0.0505291482141128	0.471684925975928
AT5G13030	-0.53077608989339	4.83052559798448	5.80246291099145	0.0505316549670676	0.471684925975928
AT3G51780	0.869643582483363	4.64673796954874	5.79480814028657	0.0506441376857339	0.472210211651333
ATCG00740	-1.38839009744466	3.76382416204148	5.78561453057878	0.050779675770322	0.472949064463942
AT4G01250	1.24145286849509	4.03067235707466	5.77825349460528	0.0508885467428187	0.473057325872842
AT5G56980	0.374723645647833	8.24506592699252	5.77694293660945	0.0509079628422263	0.473057325872842
AT3G22380	0.415213303831175	5.18361597951685	5.77341839850567	0.0509602285340938	0.473057325872842
AT1G71080	1.24802372034304	2.81829137464067	5.76339915567868	0.0511091972614745	0.473879697810641
AT2G40765	-0.457790235590637	8.55590894465521	5.7483732469715	0.0513336999654913	0.473879697810641
AT1G08507	4.29841939416757	1.42591674296931	5.74721092742569	0.0513511211409172	0.473879697810641
AT5G41612	-0.763418457919409	6.14595482617494	5.74698142158434	0.051354561974395	0.473879697810641
AT2G36430	1.0966993329781	4.45739001408486	5.74544119147184	0.051377661634257	0.473879697810641
AT5G10200	1.13431769195644	2.70203094339363	5.74480120242275	0.0513872639811325	0.473879697810641
AT3G49190	-0.599238709483949	3.78633391965249	5.73920163874757	0.0514713818696392	0.474134955139078
AT2G09310	-0.371519863844226	6.26730580205503	5.72792258481847	0.0516413782326582	0.47440078397012
AT2G46520	1.26515473424138	2.81231004153241	5.72702131666079	0.0516549944047523	0.47440078397012
AT1G74385	-0.324259311328482	7.58832715157585	5.72344927767918	0.0517090072832749	0.47440078397012
AT4G23800	-1.12619850657085	5.64369685738939	5.72231872746151	0.0517261180950636	0.47440078397012
AT4G15780	2.43809739361105	4.05823133966037	5.84816574729762	0.0518312149152571	0.474846277538795
AT4G08920	0.97538431711768	3.30619518626415	5.70145343533924	0.0520432773757305	0.476162740223585
AT1G76920	-2.81777091497833	2.42531277042112	5.69850721876731	0.0520882702375282	0.476162740223585
AT5G67170	0.804984899945613	3.73763465857997	5.69370319266687	0.0521617461205208	0.476316118650538
AT3G09905	-0.381115817534873	10.9243201162207	5.68128066085147	0.052352388298544	0.477097499527697
AT2G43710	0.737323788867617	3.99762652258557	5.68072764096603	0.052360896865199	0.477097499527697
AT2G36470	-0.621705097943532	4.88772537989087	5.66134669918258	0.0526602573528462	0.479127533632999
AT1G76400	-0.602094144588894	5.70494569164189	5.65835952892954	0.0527066010740452	0.479127533632999
AT3G62630	-1.48910340926737	2.54806017918635	5.65408878664905	0.0527729532859819	0.479127533632999
AT3G49730	-0.506440405088801	5.57714315397308	5.65159050452403	0.0528118195624518	0.479127533632999
AT3G22210	-0.35733938514161	9.07639670913457	5.64686483657555	0.052885442533814	0.479277888593929
AT3G09630	-0.572703060307541	4.18122913735318	5.63244906844468	0.0531108814588095	0.480297764353953
AT3G06425	0.728199992240286	3.73566257315296	5.63018173691618	0.0531464557626625	0.480297764353953
AT5G17630	-0.59143358628027	5.51798693966381	5.62871446262624	0.0531694942089247	0.480297764353953
AT2G03450	-0.996898176885472	3.54687385114079	5.6186924631491	0.0533272128464349	0.480796411739353
AT5G17870	-0.958128045450919	2.96597998932367	5.6110172287763	0.053448423472797	0.480796411739353
AT3G20090	1.03755855084179	3.33759871891616	5.60976444346594	0.053468242992819	0.480796411739353
AT1G07120	-0.495040055348067	5.389263520727	5.60765690600345	0.0535016072000281	0.480796411739353
AT4G02380	-1.008941739191	5.40216315865478	5.60707341559476	0.0535108493008326	0.480796411739353
AT1G05873	-0.329743451605399	6.46586876750231	5.59543368249673	0.0536956622367743	0.481941515439253
AT5G19780	-0.558065269392686	5.9536940897005	5.58274203332629	0.0538981521365006	0.483079814459275
AT1G17860	1.11352431343465	2.75746535810408	5.58028372664859	0.0539374914846804	0.483079814459275
AT1G78265	-0.214372184004247	8.46249476225614	5.57101619022733	0.0540861423708209	0.483420320394158
AT1G02840	1.0328618264246	3.95267836854057	5.57073902703822	0.0540905964969061	0.483420320394158
AT5G02150	-0.341698964878264	7.69057513323209	5.55618124776515	0.0543252378170633	0.485001405846067
AT5G62810	1.14262121362686	3.44761247035342	5.5397724557877	0.0545913499800123	0.486859799556352
AT5G51670	0.495995716588249	4.58821382776552	5.52414783143949	0.054846369285649	0.488615427750516
AT3G46690	3.70297343318813	2.31823466356997	5.51874978472776	0.054934844850545	0.488885202954903
AT5G48560	-0.75546495139213	3.38902268969758	5.51251464033567	0.0550372786963311	0.489278495585055
AT3G19680	0.886525908855178	3.62493694922707	5.493002727061	0.0553594865821091	0.491622671010886
AT4G32480	1.26562824522763	2.75254999437908	5.46473517078139	0.0558307758529544	0.494749306041775
AT3G60810	-0.376703714104837	5.70108164391612	5.46131121644757	0.0558882259053504	0.494749306041775
AT1G08270	-0.717958199284653	4.13919728873671	5.4613104677907	0.0558882384756154	0.494749306041775
ATCG00010	0.608315978576322	8.35358001509946	5.44936404304309	0.0560893070869266	0.496006598776074
AT3G52460	-0.72871291873635	5.20464447378443	5.44207622837931	0.0562124432984866	0.496572803523224
AT1G14740	0.891778018832953	4.17103796250675	5.4335113912937	0.0563576195686823	0.497332313021534
AT4G03150	-0.375220244613845	5.61985436888358	5.42885287695414	0.0564367935441168	0.49750839723413
AT4G36810	-0.90740640844367	4.56564806273661	5.42312449081416	0.0565343549522558	0.497846033494655
AT3G11690	1.01306537870484	3.24736392183976	5.41562481358203	0.0566624254220442	0.498410291010765
AT1G05763	-0.38366094994768	6.20552387865633	5.41243086486315	0.0567170858476719	0.498410291010765
AT5G01255	0.294703605988225	8.1911429625695	5.40397775837774	0.0568620914469266	0.49916241404977
AT4G31875	0.437610938929924	7.63437940025941	5.39881181060839	0.0569509533180835	0.499420625078517
AT2G42530	-0.645058136269497	4.89306413736063	5.38876328079346	0.057124336398397	0.499476377677144
AT1G04800	-0.753564462457744	7.62461261866263	5.38706167980332	0.0571537667872054	0.499476377677144
AT5G45040	-0.320653502967251	7.29369525180406	5.38033695567631	0.0572702746241122	0.499476377677144
AT4G00165	-0.499647662028792	5.01950675756496	5.37806127751081	0.0573097734818824	0.499476377677144
AT5G19940	0.299867047184309	8.02895796053706	5.37694415140072	0.0573291767542581	0.499476377677144
AT1G08713	1.38109119380064	2.57277258394462	5.37464572376882	0.0573691256506706	0.499476377677144
AT3G48000	0.969424126702522	3.14681336578968	5.37290881681111	0.0573993395221663	0.499476377677144
AT4G02230	0.640661706351971	4.51633330874781	5.36570711828037	0.0575248423539439	0.499476377677144
AT2G31410	-0.740663819437444	3.69096384816133	5.36487683845974	0.0575393351372464	0.499476377677144
AT2G47170	-0.230623298537212	9.13515890395791	5.36259529074073	0.0575791854404493	0.499476377677144
AT3G54110	-0.469542112473184	5.09315437115109	5.36075764086854	0.0576113093642605	0.499476377677144
AT4G04220	-0.27192738231559	7.42223329051437	5.35679869440542	0.0576805972818473	0.499561544087422
AT3G18773	0.389628435054548	6.51130041985987	5.3500096968549	0.057799675806155	0.499564177423654
AT5G01542	0.591632059199633	6.685401202989	5.34680448865214	0.0578560094168499	0.499564177423654
AT5G07400	0.951581777688416	5.16761821639796	5.34661762855605	0.0578592958734931	0.499564177423654
AT4G13940	0.363118228842793	5.6584160639195	5.34212429153514	0.0579383991503267	0.499733563923917
AT2G01530	0.999442386333625	3.78333531987557	5.33854348556572	0.0580015415120324	0.499765077171881
AT3G09300	-0.306323638155112	7.86662143229184	5.33233407328843	0.0581112543643862	0.499945566644973
AT3G04360	-1.24301533311095	2.78078765182922	5.33062450641912	0.0581415091789238	0.499945566644973
AT1G36390	-0.352694067527316	6.94949735798263	5.31585096414758	0.0584038434603315	0.501272829531106
AT3G21405	-0.889311563459206	4.74075742518618	5.31326540305499	0.0584499183880204	0.501272829531106
AT3G54590	1.42919244796525	2.50013141947201	5.3095614479836	0.0585160081245339	0.501272829531106
AT3G22890	0.709412713698513	3.86927401874637	5.30852401295061	0.0585345370515432	0.501272829531106
AT5G06790	-2.33381184091653	1.98940873505231	5.29358366320723	0.0588022508935132	0.501519740093666
AT1G56200	0.819756891458035	3.8816595659969	5.29211453902997	0.0588286644707465	0.501519740093666
AT2G33051	0.276429730479697	8.8022674185197	5.28810811248954	0.0589007774199473	0.501519740093666
AT5G13650	0.923124087232503	5.0869589423357	5.28734350315722	0.0589145533310407	0.501519740093666
AT5G02590	0.499297094250965	4.89628227489365	5.28670144980316	0.0589261244963818	0.501519740093666
AT1G62390	1.05664258465935	3.32257318923249	5.28200434810331	0.0590108689909944	0.501519740093666
AT3G16640	0.779962187512017	5.19017885007532	5.28171895171155	0.05901602333921	0.501519740093666
AT1G32450	0.560212697756779	3.84845707464202	5.27769786949423	0.0590887095456101	0.501519740093666
AT1G04697	0.670346974388826	4.08447704438851	5.27703806246382	0.0591006478624841	0.501519740093666
AT1G09903	0.56360522650272	6.15714302472953	5.26479495038553	0.0593227583514596	0.502763525822106
AT4G25835	-0.709910606915373	5.9454987114483	5.26116307062413	0.0593888619050058	0.502763525822106
AT1G22640	1.1107351561277	3.21365348266573	5.25908349991145	0.0594267564743901	0.502763525822106
AT1G76140	-0.341738917594204	6.18451350965334	5.24797610900689	0.059629708727346	0.503478984273757
AT1G05703	-0.537003329367054	4.68994228919271	5.24789279016265	0.0596312346235291	0.503478984273757
AT1G08513	0.589760165793023	6.04014731597918	5.24409327726339	0.0597008743384773	0.503478984273757
AT3G62580	-0.307219931488602	7.53336751610078	5.24135955012135	0.0597510471754476	0.503478984273757
AT1G05010	1.01845479240782	4.1240188408952	5.23615523621463	0.0598467197520026	0.503779852341256
AT3G07825	-0.358492153915218	6.2026788776034	5.22551465184612	0.0600429693505274	0.504925911425205
AT3G22200	-0.307951586430581	8.06060409082853	5.22220360059667	0.0601042127454628	0.504935491274633
AT5G59910	-0.842880320565045	4.50013450758993	5.20261677212519	0.0604682227534453	0.50710282722735
AT1G19000	0.641930706781402	3.75699319996858	5.20182911839732	0.0604829226141894	0.50710282722735
AT4G08870	0.97066593074042	3.80111557470553	5.19616373453585	0.0605887961566765	0.507484024438923
AT2G09945	-0.281780157456964	7.53058192552049	5.17748894773227	0.060939552010085	0.509913522347334
AT3G01319	-0.413154930365099	4.81725180967422	5.1668018931148	0.0611415058265022	0.511094318854174
AT2G42300	1.13131345431206	3.75251274554785	5.15768166505787	0.0613145618911542	0.512031445772948
AT3G07875	-0.734868689209009	5.51257013979836	5.15193617525193	0.0614239199065396	0.512435304006792
AT3G02673	-1.20027244109138	2.64319562960657	5.14260126014122	0.0616021566827357	0.512860270677425
AT5G14550	0.501106867807476	7.04767422391505	5.14154407789494	0.0616223857804001	0.512860270677425
AT3G04615	-0.552724078983653	8.15953193625358	5.13968389731421	0.0616580018312343	0.512860270677425
AT4G34410	0.42219847444538	5.09577075472682	5.13323310758655	0.0617817264159602	0.513381091612741
AT4G02405	-0.445438478247104	4.79137901030704	5.12366107119791	0.0619659304092816	0.514303607254095
AT5G52780	-1.17610533093315	2.64579270569023	5.11527875627146	0.0621278451857935	0.514303607254095
AT1G04853	-0.548317036331982	7.03369915333146	5.11499903452727	0.0621332581408464	0.514303607254095
AT5G53300	0.670323886627613	4.68016017136833	5.11477355654833	0.0621376218739325	0.514303607254095
AT1G12240	0.696782379897629	5.35474115880678	5.09712131973678	0.0624805305432777	0.515967306610446
AT5G59070	1.56905559127442	3.65678233820855	5.09592779281185	0.0625038073175099	0.515967306610446
AT5G49070	1.20707802975589	3.41778739646412	5.08890585960238	0.0626409885897796	0.515967306610446
AT4G35770	1.24398127333886	5.03782389558631	5.08788814822014	0.0626609042302029	0.515967306610446
AT1G48100	-0.836960676406866	3.57877690083926	5.08307047373838	0.062755296947363	0.515967306610446
AT4G24770	0.569825657819596	5.32020333423089	5.07990404246361	0.0628174408138145	0.515967306610446
AT4G22475	-1.22328189814093	11.6421242568095	5.46977521056772	0.0628177039503552	0.515967306610446
AT1G64790	1.20426244144737	4.02177278881492	5.0792662903522	0.0628299672256263	0.515967306610446
AT1G62810	0.651196438863649	5.65866651982069	5.05713902204166	0.0632666643621961	0.518924660524583
AT1G06230	1.00444839328429	3.19913656194092	5.04905912879839	0.0634271421610257	0.518924660524583
AT1G06430	1.16972275567308	3.02724833570551	5.0465597544795	0.0634768938257107	0.518924660524583
AT2G15690	-0.583333466900003	8.22775717842059	5.04234303599774	0.0635609491628578	0.518924660524583
AT5G02515	0.66596386399074	7.32658330375524	5.04102530002686	0.0635872473275179	0.518924660524583
AT2G32890	-0.259409532537461	7.28292187666474	5.04071258447404	0.0635934903620159	0.518924660524583
AT2G18050	1.67842738561703	3.11349246310651	5.03609002245048	0.0636858709783259	0.518924660524583
AT5G40650	-0.582434679499799	6.58353984409185	5.03200435392352	0.0637676719884368	0.518924660524583
AT5G47580	-0.531176301888757	4.77074424086387	5.03184974411726	0.0637707702704671	0.518924660524583
AT5G40660	-0.30017383549634	7.31898106179556	5.03000358564266	0.0638077817309718	0.518924660524583
AT3G57830	-0.465449675729676	5.68642392680734	5.02619074048992	0.0638843123231008	0.519044591708288
AT2G44290	2.39365974645924	2.59538997625296	5.02243664019827	0.0639597842612742	0.51909293692941
AT2G24540	0.420632388198276	7.08208694191364	5.01462963588679	0.0641171190393123	0.51909293692941
AT2G08780	0.356181224373993	8.32304471732184	5.013649478446	0.0641369088852501	0.51909293692941
AT1G47128	0.339217804148298	5.66764979472091	5.01362415083366	0.0641374203705187	0.51909293692941
AT4G13590	-0.388772257347712	5.65115856226114	5.00861411186417	0.0642387047457865	0.519412279662515
AT1G12310	0.948839710407153	3.21041895797737	5.00187778891694	0.0643752269989883	0.51953938626053
AT3G45870	-1.22245145656264	3.2397380169183	4.99930256741006	0.0644275208864183	0.51953938626053
AT1G77180	0.749053023854545	4.75165121262537	4.99707659229059	0.0644727687581484	0.51953938626053
ATCG00680	-0.740374644716329	3.85203139625632	4.99564974627487	0.0645017950088957	0.51953938626053
AT3G19420	2.36959577527131	2.6647126243989	4.9906647154702	0.0646033430919263	0.519617559797565
AT3G18950	0.603115468669639	4.67669734845713	4.98513625415715	0.0647162124336018	0.519617559797565
AT2G41705	-0.570727402041637	4.37561927352169	4.98367369366416	0.0647461164356303	0.519617559797565
ATCG00540	-1.04372614003638	3.47098422078794	4.98208316389316	0.0647786580093427	0.519617559797565
AT4G06135	-0.808957208982579	5.74509213650133	4.98002695478883	0.0648207597509639	0.519617559797565
AT1G15690	0.496265103565344	4.66390511506281	4.96595149835384	0.065109949816105	0.521438215829455
AT4G14000	-0.245301491622537	8.8267268267856	4.96264049527281	0.065178228355109	0.521487901344067
AT1G05687	-0.789212772665198	7.16722361964105	4.95826233333575	0.0652686612859745	0.521714579889127
AT1G50560	-0.428354289802366	5.47708524457832	4.94789187883669	0.0654835412402	0.522860756638632
AT4G07190	0.279819692414084	10.8520060662859	4.94534164752902	0.0655365285966527	0.522860756638632
AT2G22870	0.661904171641548	5.62428731008538	4.93906356826176	0.0656672168715412	0.523011701076986
AT3G45060	0.597550590371678	4.07432796036743	4.93825713742182	0.0656840293883466	0.523011701076986
AT2G25625	2.62281481217543	2.20054501616195	4.93546829351316	0.065742215966825	0.523011701076986
AT4G23530	0.327116020747356	7.46033640141145	4.92210805616422	0.0660219272713133	0.524740029334251
AT5G10960	0.780049095739507	3.14623860869582	4.91354913607084	0.0662019584982369	0.525489606160445
AT5G60630	-0.637776488413368	4.04007197524286	4.91168108102416	0.0662413394743377	0.525489606160445
AT3G18960	-0.635162557828468	4.68977894288122	4.90677497394808	0.0663449164598733	0.525814757716411
AT3G01142	-0.989328450208209	7.5544133242633	5.00608548650667	0.0664517503863566	0.526165084821661
AT3G56900	-0.395316934476828	5.28896336353948	4.8957847265741	0.066577731986731	0.52666622073496
AT5G50920	0.508302037967659	6.46517906200958	4.88524134657721	0.0668021141699483	0.52776235267284
AT1G17130	-0.258063640398737	7.14986029417623	4.88337493432195	0.0668419406313417	0.52776235267284
AT3G16250	-0.389847936489407	7.85589462578031	4.86948788003767	0.0671392741509067	0.529612246142504
AT5G15581	-1.05446628305319	4.53459170405308	4.86176708782961	0.0673053520600658	0.530424261403952
AT1G06260	0.477317939059982	5.90546533091665	4.85750348339224	0.0673973009376371	0.530651101384339
AT1G24160	0.978406186424144	4.07951889215467	4.85434833410926	0.0674654536162984	0.530690333174647
AT5G03420	-0.3338831868019	6.22082409674131	4.83682737789269	0.0678456049753515	0.532974330157976
AT3G54050	0.391336406415995	5.54376202274287	4.8351249193055	0.0678826964967307	0.532974330157976
AT3G07560	1.03876674210945	3.64719061096201	4.82846920796612	0.0680279666143096	0.533616197504029
AT1G09897	-0.325327066757029	5.65246853765538	4.82155884816053	0.0681792374010464	0.534246712247731
AT1G72810	-0.724508786213849	5.94855077226534	4.81811344628911	0.0682548277332947	0.534246712247731
AT4G28652	-0.756983233834641	8.07692821329844	4.84977010063485	0.0682991273603217	0.534246712247731
AT5G53350	0.581099295127361	3.60816038769416	4.81121003114352	0.0684066245184794	0.534439898158817
AT3G19490	-0.383826951306813	6.12743448090771	4.80442965619405	0.0685561580227054	0.534439898158817
AT5G52020	0.567038353543908	4.3196479460727	4.79864515256221	0.0686840763616636	0.534439898158817
AT1G76990	0.305769587041294	5.93208134944586	4.79838155377612	0.068689913221004	0.534439898158817
AT2G47690	-0.813275036759342	3.34213838777337	4.79802270886412	0.0686978601843749	0.534439898158817
AT2G18969	1.12972986163572	3.66637174394509	4.79377117716063	0.0687921085881926	0.534439898158817
AT2G45180	0.559404004626823	4.61418782740416	4.78609593999248	0.0689626948557615	0.534439898158817
AT2G20180	0.293703838743612	6.91784251678823	4.78356764618564	0.0690190120980607	0.534439898158817
AT5G42980	-0.344424302992312	7.11032790366115	4.78301042723468	0.0690314323570685	0.534439898158817
AT4G13830	1.01007571238018	4.35808065335744	4.78164190729844	0.0690619490545144	0.534439898158817
AT1G50010	-0.371635795708382	8.12471027276431	4.77967345259662	0.069105875555155	0.534439898158817
AT1G56242	1.33417253966981	2.74539612617451	4.77890551719116	0.0691230223922919	0.534439898158817
AT3G15095	0.638348062062795	5.65533896936503	4.76959716512497	0.0693313196321222	0.534439898158817
AT4G28040	0.622820044988072	5.4358511342242	4.76947014919058	0.0693341677606078	0.534439898158817
AT2G41560	0.484620896795889	4.32274834007084	4.76031604792244	0.0695398488683345	0.534439898158817
AT1G09193	-3.85525335928198	9.03765637083708	5.26458227876688	0.0695785658808776	0.534439898158817
AT5G09920	0.772103655802276	5.22851181697578	4.75835532951078	0.0695840104300026	0.534439898158817
AT1G53480	0.318624026442487	6.34734010591977	4.75800110618589	0.0695919926793361	0.534439898158817
AT4G25080	0.439823571452497	4.85258366333996	4.75347205698854	0.069694161230795	0.534439898158817
AT1G02430	1.14416961593703	3.13142100901797	4.7528262486477	0.06970874613113	0.534439898158817
AT5G42780	-1.24917516189545	2.57545326489895	4.75240932038739	0.069718164197266	0.534439898158817
AT1G72852	-0.857215186461843	4.46811172278406	4.75217838617275	0.0697233815476805	0.534439898158817
AT2G18270	0.278812941393366	9.73412940331783	4.74611825183622	0.0698604822679142	0.53500265408637
AT2G42280	0.474705748799202	6.41280887211912	4.73921566114382	0.0700170843711155	0.535713593626359
AT1G51540	-0.356941472373121	6.27327472649792	4.73630997446853	0.0700831482137848	0.535731144808013
AT5G58220	3.80691735692415	1.76795059652667	4.73291623105659	0.0701604147589408	0.535834222172601
AT5G17300	-0.414580548468554	8.85961737243416	4.72780338343018	0.0702770373032995	0.536237411793841
AT5G67110	-1.23095624196296	4.25439625152476	4.71736922187877	0.0705158479862657	0.537221395425364
